isbn,Title,Author,num_pages,publication_date,publisher,genres,Price
1400065550,American Gospel: God  the Founding Fathers  and the Making of a Nation,Jon Meacham,399,4/4/2006,Random House (NY),History,33.99
0822003902,Cliffs Notes on Frank's The Diary of Anne Frank,Dorothea Shefer-Vanson,64,7/10/1984,Cliffs Notes,Nonfiction,18.5
0060826584,Oracle Bones: A Journey Between China's Past and Present,Peter Hessler,512,4/25/2006,Harper,Cultural,27.0
140007780X,Einstein's Dreams,Alan Lightman,144,11/9/2004,Vintage,Fiction,39.99
1597221287,Undead and Unappreciated (Undead  #3),MaryJanice Davidson,279,12/31/2005,Wheeler Publishing,Paranormal,32.0
0345448146,A Chosen Few: The Resurrection of European Jewry (Reader's Circle),Mark Kurlansky,456,3/26/2002,Ballantine Books,History,12.0
0743418719,Salem Falls,Jodi Picoult,434,8/1/2002,Washington Square Press,Fiction,17.0
0847826465,History of Beauty,Umberto Eco,432,11/13/2004,Rizzoli,Art,36.99
0316910333,Gossip Girl (Gossip Girl  #1),Cecily von Ziegesar,224,4/1/2002,Little  Brown and Company,Young Adult,38.5
0375727582,Paradise Reclaimed,Halldór Laxness,304,4/2/2002,Vintage,Fiction,37.99
0060853972,Good Omens: The Nice and Accurate Prophecies of Agnes Nutter  Witch,Terry Pratchett,384,8/7/2007,William Morrow / Harper,Fantasy,17.5
0375753117,The Captive & The Fugitive (In Search of Lost Time  #5-6),Marcel Proust,957,2/16/1999,Modern Library,Fiction,34.5
0679733841,The Rebel,Albert Camus,320,1/1/1992,Vintage,Philosophy,11.0
1556612001,Mandie and the Jumping Juniper (Mandie  #18),Lois Gladys Leppard,160,2/2/2008,Bethany House Publishers,Mystery,33.5
0830832947,Courageous Faith Through the Year,Bill Hybels,327,7/1/2004,IVP Books,Religion,23.0
0865164711,Cattus Petasatus: The Cat in the Hat in Latin,Dr. Seuss,75,5/6/2005,Bolchazy-Carducci Publishers,Childrens,28.5
0440419174,Vincent Van Gogh: Portrait of an Artist,Jan Greenberg,144,1/14/2003,Yearling,Biography,32.5
0521294304,The Woman Who Rode Away and Other Stories,D.H. Lawrence,556,8/8/2002,Cambridge University Press,Short Stories,20.0
0007158513,I Can Read With My Eyes Shut!,Dr. Seuss,48,5/6/2003,HarperCollinsChildren’sBooks,Childrens,35.0
0521825148,Pride and Prejudice,Jane Austen,540,7/1/2006,Cambridge University Press,Classics,31.0
1860467210,The Stone Raft,José Saramago,272,6/1/2000,Panther,Fiction,20.5
0451212924,Mayada  Daughter of Iraq: One Woman's Survival Under Saddam Hussein,Jean Sasson,368,9/7/2004,Berkley Books,Nonfiction,27.99
067972477X,I  Claudius (Claudius  #1),Robert Graves,468,10/23/1989,Vintage,Historical,38.5
0563388544,The Goon Show: Moriarty Where Are You?,NOT A BOOK,2,3/30/2005,BBC Physical Audio,Humor,24.5
2723431029,Blame! #1,Tsutomu Nihei,245,3/20/2000,Glénat,Sequential Art,29.99
0307350509,Noticia de un secuestro,Gabriel García Márquez,336,2/7/2006,Plaza y Janes,Nonfiction,25.5
0843175044,Little Miss Lucky,Roger Hargreaves,32,11/22/1999,Price Stern Sloan,Childrens,16.0
039396292X,Oliver Twist,Charles Dickens,624,12/17/1992,W.W. Norton & Company,Classics,14.0
0316614564,The Harry Bosch Novels  Volume 2: The Last Coyote / Trunk Music / Angels Flight (Harry Bosch  #4-6),Michael Connelly,821,11/3/2003,Little  Brown and Company,Mystery,32.0
0810117304,The Chain of Chance,Stanisław Lem,179,3/28/2000,Northwestern University Press,Science Fiction,25.0
0752858505,The Icarus Agenda,Robert Ludlum,836,7/1/2004,Orion Books,Fiction,19.5
1583224718,Lithium for Medea,Kate Braverman,362,3/5/2002,Seven Stories Press,Fiction,23.99
0064410935,Charlotte's Web,E.B. White,184,10/1/2001,HarperCollinsPublishers,Classics,11.5
0812555112,Faun & Games (Xanth #21),Piers Anthony,352,10/15/1997,Tor Fantasy,Fantasy,32.0
1570671044,Spiritual Midwifery,Ina May Gaskin,482,1/1/2002,Book Publishing Company (TN),Nonfiction,26.99
0878053573,Conversations with Kurt Vonnegut,William Rodney Allen,305,1/1/1988,University Press of Mississippi,Nonfiction,13.0
3492236553,In einer regnerischen Nacht.,Jodi Picoult,512,2/1/2003,Piper,Fiction,30.0
1573227951,An Instance of the Fingerpost,Iain Pears,691,4/1/2000,Riverhead Books,Historical,17.0
0345368436,Douglas Adams's Starship Titanic,Terry Jones,256,10/27/1998,Ballantine Books,Science Fiction,39.99
0399154248,Double Take (FBI Thriller  #11),Catherine Coulter,420,6/12/2007,Putnam Adult,Mystery,21.0
1401302203,Reduced Shakespeare: The Attention-impaired Readers Guide to the World's Best Playwright,Reed Martin,256,7/11/2006,Hachette Books,Humor,39.0
0140441050,Paradiso (The Divine Comedy  #3),Dante Alighieri,400,7/30/1962,Penguin Classics,Classics,29.0
006078721X,Zorro,Isabel Allende,677,5/3/2005,HarperLargePrint,Historical,21.99
0671046241,Stowaway and Milk Run: Two Unabridged Stories From Mary Higgins Clark,Mary Higgins Clark,0,12/1/1999,Simon & Schuster Audio,Mystery,30.99
0345461533,The Conquering Sword of Conan (Conan the Cimmerian  #3),Robert E. Howard,416,11/29/2005,Del Rey,Fantasy,15.0
0192839659,Jane Eyre,Charlotte Brontë,452,2/1/2001,Oxford University Press,Classics,16.0
0965079929,The Electric Kool-aid Acid Test/The Kandy Kolored Tangerine Flake Streamline Baby/Radical Chic & Mau Mauing the Flak Catchers,Tom Wolfe,943,12/1/1990,Quality Paperback Book Club,Fiction,12.99
1903436338,King Richard II,William Shakespeare,593,3/21/2002,Bloomsbury Arden Shakespeare,Plays,33.0
1593080182,Moby-Dick,Herman Melville,707,4/1/2003,Barnes  Noble Classics,Classics,35.5
0393312763,Black Holes & Time Warps: Einstein's Outrageous Legacy,Kip S. Thorne,624,1/17/1995,W. W. Norton  Company,Science,35.0
0609804243,Awakening Intuition: Using Your Mind-Body Network for Insight and Healing,Mona Lisa Schulz,397,4/20/1999,Three Rivers Press,Nonfiction,21.5
0316735167,You're the One That I Want (Gossip Girl  #6),Cecily von Ziegesar,224,10/6/2004,Little  Brown Young Readers,Young Adult,26.5
0575402903,Dark Visions,Douglas E. Winter,381,8/10/2000,Indigo,Horror,20.0
1932382720,Richard Matheson's Hell House  Book 2,Ian Edginton,48,3/15/2005,IDW Publishing,Comics,36.99
1593081928,Kim,Rudyard Kipling,286,12/15/2003,Barnes  Noble Classics,Classics,33.0
1401210619,Loveless  Vol. 1: A Kin of Homecoming,Brian Azzarello,128,5/1/2006,Vertigo,Sequential Art,16.99
0007153589,How to Be Alone,Jonathan Franzen,306,7/2/2007,Harper Perennial,Writing,11.0
0553295004,Texas! Sage (Texas! Tyler Family Saga  #3),Sandra Brown,352,2/1/1992,Bantam,Romance,15.5
0375756868,Kingsblood Royal,Sinclair Lewis,352,4/10/2001,Modern Library,Fiction,22.5
0877887268,The Rock That Is Higher: Story as Truth,Madeleine L'Engle,320,3/19/2002,Shaw Books,Nonfiction,17.99
006113967X,Coronado: Stories,Dennis Lehane,240,8/8/2006,William Morrow,Short Stories,38.99
0226066665,Philosophy in a Time of Terror: Dialogues with Jürgen Habermas and Jacques Derrida,Jürgen Habermas,208,9/1/2004,University of Chicago Press,Philosophy,36.0
0691120048,Camus at Combat: Writing 1944-1947,Albert Camus,334,1/16/2006,Princeton University Press,Philosophy,10.0
0439672325,Big Red Tub,Julia Jarman,32,12/1/2004,Orchard,Childrens,13.99
0156029022,A Drink Before the War (Kenzie & Gennaro  #1),Dennis Lehane,282,9/15/2003,Mariner Books,Mystery,18.99
0849917735,Twelve Ordinary Men,John F. MacArthur Jr.,224,11/18/2002,Thomas Nelson,Christian,17.5
015636090X,The Golden Apples,Eudora Welty,288,9/14/1956,Mariner Books,Short Stories,14.0
0764586718,CliffsNotes on Remarque's All Quiet on the Western Front,Susan Van Kirk,112,12/20/2000,Cliffs Notes,Literary Criticism,15.99
1586638467,Macbeth (No Fear Shakespeare),William Shakespeare,219,4/15/2003,SparkNotes,Classics,30.99
0140366601,The Puffin Book of Nonsense Verse,Quentin Blake,287,10/3/1996,Puffin,Poetry,31.99
0060851899,Back to Wando Passo,David     Payne,448,5/23/2006,William Morrow,Fiction,27.5
0192854178,Talking Philosophy: Dialogues with Fifteen Leading Philosophers,Bryan Magee,288,10/18/2001,OUP Oxford,Philosophy,15.99
0060278420,Laura's Album: A Remembrance Scrapbook of Laura Ingalls Wilder,William   Anderson,80,10/13/1998,HarperCollins,Nonfiction,27.5
1596911042,JPod,Douglas Coupland,448,5/16/2006,Bloomsbury,Fiction,30.99
0385721277,The Spiral Staircase: My Climb Out of Darkness,Karen Armstrong,306,2/22/2005,Anchor,Religion,21.99
034547824X,Already Dead (Joe Pitt  #1),Charlie Huston,268,12/27/2005,Del Rey,Fantasy,30.5
0142301515,Crown Duel (Crown & Court #1-2),Sherwood Smith,471,6/10/2002,Firebird,Fantasy,27.5
0618391134,The J.R.R. Tolkien Companion and Guide,Christina Scull,2264,11/2/2006,Houghton Mifflin Harcourt,Nonfiction,36.99
0679424784,Selected Short Stories,William Faulkner,320,5/18/1993,Modern Library,Short Stories,31.0
0345463099,Yoda: Dark Rendezvous,Sean Stewart,329,11/23/2004,Del Rey,Media Tie In,30.0
0679721975,A History of Venice,John Julius Norwich,673,6/18/1989,Vintage,History,14.0
0375701885,The Amen Corner,James Baldwin,112,2/17/1998,Vintage,Plays,28.0
0425204030,Atlantis Found (Dirk Pitt  #15),Clive Cussler,530,10/26/2004,Berkley Trade,Fiction,20.99
0933121261,Black Man of the Nile and His Family,Yosef A.A. Ben-Jochannan,442,11/22/1996,Black Classic Press,History,28.99
1565117727,Wigfield: The Can-Do Town That Just May Not,Amy Sedaris,5,5/19/2004,Highbridge Audio,Humor,18.99
0807085731,When the Rivers Run Dry: Water - The Defining Crisis of the Twenty-first Century,Fred Pearce,336,3/15/2007,Beacon Press,Nonfiction,12.99
0786715790,The Boys of Everest: Chris Bonington and the Tragedy of Climbing's Greatest Generation,Clint Willis,535,9/14/2006,Carroll & Graf Publishers,Sports,33.99
0439080940,The Case of the Mummy Mystery (Jigsaw Jones  #6),James Preller,80,3/1/2001,Scholastic Paperbacks,Mystery,39.99
0385423756,On the Origins of War and the Preservation of Peace,Donald Kagan,573,1/1/1996,Anchor,History,30.0
022407265X,Quimby The Mouse,Chris Ware,69,11/20/2003,Jonathan Cape,Sequential Art,16.99
0374525862,The Magic Barrel,Bernard Malamud,240,7/7/2003,Farrar  Straus and Giroux,Short Stories,12.0
031215125X,The Far Pavilions,M.M. Kaye,958,1/15/1997,St. Martin's Griffin,Historical,13.0
0143039997,War and Peace,Leo Tolstoy,1408,12/1/2006,Penguin Books,Classics,14.5
0316030899,Rose in Bloom (Eight Cousins  #2),Louisa May Alcott,302,9/1/1995,Little  Brown Books for Young Readers,Classics,24.0
0312890389,Pacific Edge (Three Californias Triptych  #3),Kim Stanley Robinson,336,5/15/1995,Orb Books,Science Fiction,30.99
1857233948,Excession (Culture  #5),Iain M. Banks,451,6/13/1996,Orbit,Science Fiction,39.5
0802150616,A Personal Matter,Kenzaburō Ōe,165,1/13/1994,Grove Press,Fiction,11.5
0374525757,The Complete Stories,Bernard Malamud,656,10/12/1998,Farrar  Straus and Giroux,Short Stories,19.0
0531071669,Hush! A Thai Lullaby,Minfong Ho,32,3/1/2000,Scholastic Inc.,Childrens,33.0
077832026X,Above and Beyond,Erin St. Claire,240,2/23/2004,Mira Books,Romance,24.5
0060566108,Built to Last: Successful Habits of Visionary Companies,James C. Collins,368,11/2/2004,Harper Business,Business,14.0
0140445145,Twilight of the Idols/The Anti-Christ,Friedrich Nietzsche,208,1/25/1990,Penguin Classics,Philosophy,34.0
0143058320,Trace (Kay Scarpetta  #13),Patricia Cornwell,11,8/4/2005,Penguin Audio,Mystery,12.99
0440391547,The Turn of the Screw/Daisy Miller,Henry James,192,8/1/1954,Laurel,Classics,24.99
0439401879,The Story of a Seagull and the Cat Who Taught Her to Fly,Luis Sepúlveda,128,8/1/2006,Scholastic Paperbacks,Fiction,12.0
1569714886,Dominion,Masamune Shirow,225,5/2/2000,Dark Horse Manga,Sequential Art,14.5
1932796789,Dragons of Winter Night (Dragonlance: Chronicles  #2),Margaret Weis,358,4/10/2007,Devil's Due Publishing,Fantasy,24.5
382960226X,Willem de Kooning: Late Paintings,Julie Sylvester,83,9/1/2006,Schirmer Mosel,Art,27.0
1400079276,Kafka on the Shore,Haruki Murakami,467,1/3/2006,Vintage International,Fiction,25.5
0345409469,The Demon-Haunted World: Science as a Candle in the Dark,Carl Sagan,459,2/25/1997,Ballantine Books,Science,33.5
0345480600,The Power Broker: A Novel (Christian Gillette  #3),Stephen W. Frey,320,7/25/2006,Ballantine Books,Fiction,36.99
0679761063,The Master of Go,Yasunari Kawabata,189,5/28/1996,Vintage,Fiction,10.0
0307266613,The Best of Wodehouse: An Anthology,P.G. Wodehouse,840,6/19/2007,Everyman's Library,Fiction,36.99
0140283382,Gravity's Rainbow,Thomas Pynchon,784,1/1/2000,Penguin Books,Fiction,19.99
055323370X,Emily of New Moon (Emily  #1),L.M. Montgomery,339,4/1/1983,Dell Laurel-Leaf,Classics,26.0
0814326110,Practice! Practice!: A Latin Via Ovid Workbook,Norma Goldman,152,7/1/1995,Wayne State University Press,Humanities,21.99
0142000701,Travels with Charley: In Search of America,John Steinbeck,214,2/5/2002,Penguin,Nonfiction,14.5
0886778573,Earth  Air  Fire  Water (Tales from the Eternal Archives  #2),Margaret Weis,320,11/1/1999,DAW,Fantasy,20.99
1401307787,Wherever You Go  There You Are: Mindfulness Meditation in Everyday Life,Jon Kabat-Zinn,304,1/5/2005,Hachette Books,Nonfiction,18.99
0345316509,Job: A Comedy of Justice,Robert A. Heinlein,439,10/12/1985,Del Rey,Science Fiction,29.5
0330487140,A Bend in the River,V.S. Naipaul,326,5/10/2002,Picador USA,Fiction,30.0
0307275698,The Talking Horse and the Sad Girl and the Village Under the Sea: Poems,Mark Haddon,60,4/11/2006,Vintage,Poetry,14.0
0684866226,Silent Night: The Remarkable Christmas Truce of 1914,Stanley Weintraub,256,10/30/2001,Pocket Books,History,21.99
0374522596,The Control of Nature,John McPhee,288,9/1/1990,Farrar  Straus and Giroux,Nonfiction,36.5
0618586458,The Best American Spiritual Writing 2006,Philip Zaleski,336,10/11/2006,Mariner Books,Writing,32.0
0307343111,El cubo B (Artemis Fowl  #3),Eoin Colfer,352,7/5/2005,Montena,Fantasy,31.99
0060931671,The Crying of Lot 49,Thomas Pynchon,152,4/1/1999,Harper Perennial,Fiction,27.5
0452286530,The Jane Austen Book Club,Karen Joy Fowler,288,4/26/2005,G.P. Putnam's Sons,Fiction,21.0
0345472454,The Amateur Marriage,Anne Tyler,342,1/31/2006,Ballantine Books,Fiction,33.0
075821409X,You Don't Know Jack (NY Girlfriends  #2),Erin McCarthy,255,10/1/2006,Brava,Romance,15.5
0393061639,The Making of the Fittest: DNA and the Ultimate Forensic Record of Evolution,Sean B. Carroll,304,10/17/2006,W. W. Norton  Company,Science,12.99
0060885386,Farmer Boy (Little House  #2),Laura Ingalls Wilder,357,1/1/2007,HarperTrophy,Classics,36.0
1589943074,The Art of H.P. Lovecraft's the Cthulhu Mythos,Pat Harrigan,191,10/31/2006,Fantasy Flight Games,Art,17.99
1400095816,Before the Frost (Linda Wallander #1),Henning Mankell,375,2/14/2006,Vintage Crime/Black Lizard,Mystery,35.5
0879232153,Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth,Giorgio De Santillana,450,3/24/2015,Nonpareil Books,History,23.0
0060788194,A Fistful of Charms (The Hollows  #4),Kim Harrison,510,6/27/2006,HarperTorch,Fantasy,32.0
080508052X,The High King (The Chronicles of Prydain  #5),Lloyd Alexander,253,5/16/2006,Square Fish,Fantasy,15.0
0060545615,With No One as Witness (Inspector Lynley  #13),Elizabeth  George,784,2/28/2006,Harper,Mystery,19.5
0439651409,Public Enemies (On The Run  #5),Gordon Korman,150,12/1/2005,Scholastic,Adventure,39.5
0060254920,Where the Wild Things Are,Maurice Sendak,40,12/26/2012,HarperCollins,Childrens,18.5
0767920740,The Dictionary of Corporate Bullshit: An A to Z Lexicon of Empty  Enraging  and Just Plain Stupid Office Talk,Lois Beckwith,192,2/14/2006,Three Rivers Press,Business,36.0
0007149123,Tales from the Perilous Realm,J.R.R. Tolkien,178,9/2/2002,HarperCollins Publishers,Fantasy,37.5
0723258058,Beatrix Potter's Journal,Beatrix Potter,32,10/19/2006,Warne,Nonfiction,37.5
0812532635,The Ships of Earth (Homecoming Saga #3),Orson Scott Card,351,1/15/1995,Tor Books,Science Fiction,36.99
1416505490,Have Space Suit—Will Travel,Robert A. Heinlein,276,2/8/2005,Pocket Books,Science Fiction,20.0
0141311495,The Wonderful Story Of Henry Sugar and Six More,Roald Dahl,224,9/27/2001,Puffin Books,Short Stories,26.0
068484611X,Tearing the Silence: On Being German in America,Ursula Hegi,304,7/3/1998,Touchstone,Nonfiction,11.5
0786864028,The Making Of Disney's Animal Kingdom Theme Park,Melody Malmberg,192,5/1/1998,Disney Enterprises,Juvenile Nonfiction,23.99
0674995600,Cyclops / Alcestis / Medea,Euripides,432,1/1/1994,Loeb Classical Library,Plays,23.5
0440220459,Drop Shot (Myron Bolitar  #2),Harlan Coben,341,2/5/1996,Dell Publishing Company,Mystery,23.99
1580420818,Doyle Brunson's Super System,Doyle Brunson,605,12/31/2002,Cardoza,Nonfiction,39.99
0823408817,A Picture Book of Thomas Jefferson (Picture Book Biographies) (Picture Book Biography),David A. Adler,32,3/1/1991,Holiday House,Biography,27.0
0143039792,Collected Stories,Wallace Stegner,576,7/25/2006,Penguin Classics,Short Stories,14.0
1931082634,Collected Stories III: One Night in Brazil to The Death of Methuselah,Isaac Bashevis Singer,915,7/8/2004,Library of America,Short Stories,33.99
1884365302,The Jungle,Upton Sinclair,335,4/1/2003,See Sharp Press,Classics,12.5
1402726635,The Red Badge of Courage (Classic Starts),Oliver Ho,160,3/28/2006,Sterling,Classics,25.99
0399148701,Red Rabbit (Jack Ryan  #2),Tom Clancy,640,8/26/2002,G.P. Putnam's Sons,Fiction,27.5
067077605X,Desperation / The Regulators: Box Set,Stephen King,1075,10/1/1996,Viking Adult,Horror,27.5
1566993237,From Nomads to Pilgrims: Stories from Practicing Congregations,Diana Butler Bass,179,12/30/2005,Rowman & Littlefield Publishers,Religion,37.0
1571458689,Uncle John's Presents Blame It on the Weather: Amazing Weather Facts,David W. Phillips,240,11/1/2002,Portable Press,Reference,37.0
0977312798,Pictures Showing What Happens on Each Page of Thomas Pynchon's Novel Gravity's Rainbow,Zak Smith,784,11/30/2006,Tin House Books,Art,13.5
0142004820,Mutants: On Genetic Variety and the Human Body,Armand Marie Leroi,448,1/25/2005,Penguin Books,Science,10.5
0736909524,The Rapture: Who Will Face the Tribulation,Tim LaHaye,256,3/1/2002,Harvest House Publishers,Christian,33.0
0441272320,Galactic Effectuator,Jack Vance,219,11/1/1981,Ace,Science Fiction,17.99
0679643419,Midnight in the Garden of Good and Evil,John Berendt,388,9/27/2005,Modern Library,Nonfiction,37.0
0446602485,Night Train to Memphis (Vicky Bliss  #5),Elizabeth Peters,368,12/1/1995,Grand Central Publishing,Mystery,33.5
0312088477,Modern Classics of Science Fiction,Gardner Dozois,672,1/15/1993,St. Martin's Griffin,Science Fiction,14.0
0316917338,Black Mischief,Evelyn Waugh,304,8/30/2002,Back Bay Books,Fiction,12.0
0486272664,The Rime of the Ancient Mariner and Other Poems,Samuel Taylor Coleridge,76,9/18/1992,Dover Publications,Poetry,39.0
186046095X,The Gospel According to Jesus Christ,José Saramago,341,12/26/1999,Harvill Press,Fiction,29.0
0670038164,Paula Spencer,Roddy Doyle,281,1/1/2007,Viking Books,Fiction,23.99
031232118X,Something Borrowed (Darcy & Rachel  #1),Emily Giffin,322,6/1/2004,St. Martin's Press,Womens Fiction,33.5
0449005577,Catching Alice,Clare Naylor,328,10/31/2000,Ballantine Books,Womens Fiction,37.5
0393329291,Identity and Violence: The Illusion of Destiny,Amartya Sen,240,2/17/2007,W. W. Norton  Company,Nonfiction,31.0
8483103311,Hasta que te encuentre,John Irving,1024,5/1/2006,TusQuets,Fiction,10.99
0618436634,ER Vets: Life in an Animal Emergency Room,Donna M. Jackson,96,11/28/2005,HMH Books for Young Readers,Animals,17.99
0393002039,Three Greek Plays: Prometheus Bound/Agamemnon/The Trojan Women,Euripides,240,11/28/1958,W.W. Norton & Company,Fiction,33.99
0415253896,The Road to Serfdom,Friedrich A. Hayek,272,3/9/2006,Routledge,Economics,13.0
038531177X,Rain of Gold,Victor Villaseñor,576,9/1/1992,Delta,Fiction,15.0
0452282829,We Were the Mulvaneys,Joyce Carol Oates,454,9/1/1997,Plume,Fiction,18.99
0060787112,Sleep  Pale Sister,Joanne Harris,396,8/30/2005,William Morrow Paperbacks,Fiction,37.99
0072920963,The Last Dance: Encountering Death and Dying,Lynne Ann DeSpelder,664,2/6/2004,McGraw-Hill Humanities/Social Sciences/Languages,Nonfiction,30.0
0310272661,A Search for What Makes Sense: Finding Faith,Brian D. McLaren,187,2/11/2007,Zondervan Publishing Company,Religion,11.0
0425179613,It's Not about the Bike: My Journey Back to Life,Lance Armstrong,294,9/1/2001,Berkley Publishing Group,Nonfiction,22.99
0226307840,Euripides V: Electra / The Phoenician Women / The Bacchae,Euripides,228,1/15/1969,University of Chicago Press,Classics,24.99
0261103288,The Hobbit,J.R.R. Tolkien,277,9/17/2007,HarperCollins,Fantasy,35.99
0946487502,On the Trail of Mary  Queen of Scots,J. Keith Cheetham,192,6/1/1999,Luath Press Ltd,Biography,27.99
0618329676,The Best American Mystery Stories 2004,Nelson DeMille,448,10/14/2004,Mariner Books,Short Stories,24.99
0231118953,Antigone's Claim: Kinship Between Life and Death,Judith Butler,118,5/23/2002,Columbia University Press,Philosophy,38.0
0060989157,The Dirt: Confessions of the World's Most Notorious Rock Band,Neil Strauss,431,7/9/2002,Dey Street Books,Music,25.5
1560600802,Miracleman  Book Three: Olympus,Alan Moore,328,4/21/2015,Marvel Comics,Sequential Art,35.0
0553383825,Eva Luna,Isabel Allende,320,8/30/2005,Dial Press,Fiction,19.5
0805427317,Things Pondered: From the Heart of a Lesser Woman,Beth Moore,160,4/1/2004,B Books,Christian,13.99
0060748125,When Nietzsche Wept,Irvin D. Yalom,310,1/4/2005,Harper Perennial,Psychology,15.5
9722330551,O Cavalo e o Seu Rapaz (As Crónicas de Nárnia  #3),C.S. Lewis,160,8/15/2003,Editorial Presença,Fantasy,24.0
2831557437,Die Verschwundene Katze = The Missing Cat,Chris L. Demarest,64,1/1/1996,Berlitz Kids,Cultural,15.0
1421509237,Yakitate!! Japan  Volume 6,Takashi Hashiguchi,185,7/10/2007,VIZ Media LLC,Sequential Art,38.5
0195061667,Alcestis,Euripides,142,2/1/1990,Oxford University Press  USA,Plays,36.0
0394417755,The History of Sexuality 1: An Introduction,Michel Foucault,168,10/1/1978,Pantheon Books (NY),Philosophy,35.0
1594839417,The Wheel of Darkness (Pendergast  #8),Douglas Preston,0,8/28/2007,Grand Central Publishing,Thriller,30.0
1416917462,Sun-Kissed (The Au Pairs #3),Melissa de la Cruz,306,5/23/2006,Simon & Schuster,Young Adult,13.0
0553589490,Sole Survivor,Dean Koontz,403,7/25/2006,Bantam Books,Horror,39.5
0156001411,The Gospel According to Jesus Christ,José Saramago,377,9/28/1994,Harcourt,Fiction,36.0
067429503X,The Fate of Reason: German Philosophy from Kant to Fichte,Frederick C. Beiser,410,10/15/1993,Harvard University Press,Philosophy,19.0
2266129376,Les Saveurs de la vie,Maeve Binchy,893,6/19/2003,Pocket,Fiction,11.99
015173156X,Postscript to the Name of the Rose,Umberto Eco,84,1/1/1984,Houghton Mifflin Harcourt P,Nonfiction,23.99
0679643362,Siddhartha,Hermann Hesse,129,7/18/2006,Modern Library,Classics,21.99
1572705329,Emma,Jane Austen,15,5/5/2006,Audio Partners,Classics,29.5
0345452518,Sunstorm (A Time Odyssey  #2),Arthur C. Clarke,356,2/28/2006,Del Rey Books,Science Fiction,35.0
0393927547,The Picture of Dorian Gray,Oscar Wilde,517,8/1/2006,W. W. Norton & Company,Classics,33.99
0060582545,Matilda,Roald Dahl,5,1/20/2004,Festival Books,Childrens,36.0
0571207995,The Wars,Timothy Findley,218,8/20/2001,Faber and Faber,Fiction,30.99
0345376048,The Feast of All Saints,Anne Rice,570,1/28/1992,Ballantine Books,Fiction,32.0
0553175262,Boys Against Girls (Sweet Valley Twins  #17),Francine Pascal,104,9/23/1988,Bantam Books,Young Adult,27.99
1557344493,"Hatchet: A Guide for Using ""Hatchet"" in the Classroom",Donna Ickes,48,8/28/1994,Teacher Created Resources,Education,30.99
0340837942,The Moon is a Harsh Mistress,Robert A. Heinlein,288,3/14/2005,Hodder & Stoughton,Science Fiction,27.5
0345422910,The Straight Dope,Cecil Adams,432,2/24/1998,Ballantine Books,Nonfiction,28.0
1400033411,Beloved,Toni Morrison,324,6/8/2004,Vintage,Fiction,14.0
0553258478,Exodus,Leon Uris,608,10/1/1986,Bantam Books  Inc.,Historical,16.5
0307237206,Passionate Minds,David Bodanis,373,10/10/2006,Crown Publishing Group (NY),History,23.0
1577948262,Getting a Grip on the Basics: Building a Firm Foundation for the Victorious Christian Life,Beth A. Jones,124,5/1/2006,Harrison House,Religion,18.5
0262540371,Brainstorms: Philosophical Essays on Mind and Psychology,Daniel C. Dennett,424,7/13/1981,MIT Press,Philosophy,25.0
014050978X,Burt Dow  Deep-Water Man,Robert McCloskey,64,3/1/1989,Puffin Books,Childrens,19.5
0930330013,Murder from the East,Carroll John Daly,312,1/1/1935,International Polygonics,Fiction,16.99
0520234413,Exiled in Paris: Richard Wright  James Baldwin  Samuel Beckett and Others on the Left Bank,James    Campbell,304,2/1/2003,University of California Press,Nonfiction,32.99
0141012250,Notes on a Scandal,Zoë Heller,244,3/4/2004,Penguin,Fiction,34.5
0803729782,Time for Ballet,Adèle Geras,32,3/30/2004,Dial,Childrens,35.99
034911188X,Brief Interviews with Hideous Men,David Foster Wallace,273,4/1/2000,Abacus,Fiction,10.99
057120211X,Girl  Interrupted: Screenplay based on the book,James Mangold,167,2/21/2000,Faber & Faber,Fiction,12.5
0060090383,Rachel's Holiday (Walsh Family  #2),Marian Keyes,578,1/23/2007,William Morrow Paperbacks,Womens Fiction,38.99
0140434259,Sense and Sensibility,Jane Austen,346,1/1/1996,Penguin Classics,Classics,39.0
0064470652,Witch Baby (Weetzie Bat  #2),Francesca Lia Block,128,1/1/1992,HarperTeen,Young Adult,15.5
0757305458,Read for Your Life: 11 Ways to Better Yourself Through Books,Pat Williams,311,6/1/2007,Hci,Nonfiction,35.99
0618339248,The Journey That Saved Curious George: The True Wartime Escape of Margret and H.A. Rey,Louise Borden,80,9/26/2005,HMH Books for Young Readers,Biography,32.5
1844494241,Jimi Hendrix: The Complete Guide to His Music  (Complete Guide to the Music of...),Peter Doggett,96,12/1/2004,Omnibus Press,Music,33.5
156931019X,Lum: Urusei Yatsura. Perfect Collection (Urusei Yatsura  #1),Rumiko Takahashi,400,6/5/1997,Viz Media,Sequential Art,11.0
0767920090,The Female Brain,Louann Brizendine,304,8/1/2006,Morgan Road Books,Nonfiction,28.99
1892062437,Teleportation: From Star Trek to Tesla,Commander X,139,8/20/2012,Inner Light - Global Communications,Body,28.0
0744005612,Juiced Official Strategy Guide,Doug Walsh,112,6/1/2005,BradyGames,Games,30.0
0394704371,The Will to Power,Friedrich Nietzsche,575,8/17/2011,Vintage Books,Philosophy,23.5
0312426437,The Echo Maker,Richard Powers,449,8/21/2007,Picador,Fiction,39.5
